response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch
rhino,rank-1,385,gemini-3-pro-preview,31,35,1,dolphin,animals-gen,hills,['African'],True,"['Insects', 'Water']",False
monkey,rank-1,385,gemini-3-pro-preview,32,35,1,whale,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False
gorilla,rank-1,385,gemini-3-pro-preview,33,35,1,giraffe,animals-gen,hills,"['African', 'Primates']",False,['African'],True
chimpanzee,rank-1,385,gemini-3-pro-preview,34,35,1,antelope,animals-gen,hills,"['African', 'Primates']",False,['African'],False
snake,rank-1,385,gemini-3-pro-preview,35,35,1,hippopotamus,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['African'],False
cat,rank-1,691,gemini-3-pro-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,691,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
mouse,rank-1,691,gemini-3-pro-preview,3,35,1,alligator,animals-gen,hills,"['Bird', 'Rodents']",True,"['ReptileAmphibian', 'Water']",True
rat,rank-1,691,gemini-3-pro-preview,4,35,1,rabbit,animals-gen,hills,['Rodents'],False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
hamster,rank-1,691,gemini-3-pro-preview,5,35,1,pigeon,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True
guinea pig,rank-1,691,gemini-3-pro-preview,6,35,1,spider,animals-gen,hills,"['Pets', 'Rodents']",False,"['Arachnid', 'Farm']",True
rabbit,rank-1,691,gemini-3-pro-preview,7,35,1,lamb,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Farm'],False
cow,rank-1,691,gemini-3-pro-preview,8,35,1,cow,animals-gen,hills,"['Bovine', 'Farm']",True,"['Bovine', 'Farm']",False
horse,rank-1,691,gemini-3-pro-preview,9,35,1,horse,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['BeastsOfBurden', 'Farm']",False
pig,rank-1,691,gemini-3-pro-preview,10,35,1,pig,animals-gen,hills,['Farm'],False,['Farm'],False
sheep,rank-1,691,gemini-3-pro-preview,11,35,1,elephant,animals-gen,hills,['Farm'],False,['African'],True
goat,rank-1,691,gemini-3-pro-preview,12,35,1,sheep,animals-gen,hills,['Farm'],False,['Farm'],True
chicken,rank-1,691,gemini-3-pro-preview,13,35,1,bull,animals-gen,hills,"['Bird', 'Farm']",False,['Feline'],True
duck,rank-1,691,gemini-3-pro-preview,14,35,1,chicken,animals-gen,hills,['Bird'],False,"['Bird', 'Farm']",True
goose,rank-1,691,gemini-3-pro-preview,15,35,1,rooster,animals-gen,hills,['Water'],True,['Farm'],False
lion,rank-1,691,gemini-3-pro-preview,16,35,1,hen,animals-gen,hills,"['African', 'Feline']",True,['Farm'],False
tiger,rank-1,691,gemini-3-pro-preview,17,35,1,crocodile,animals-gen,hills,"['African', 'Feline']",False,['ReptileAmphibian'],True
bear,rank-1,691,gemini-3-pro-preview,18,35,1,ostrich,animals-gen,hills,['NorthAmerican'],True,"['African', 'Bird']",True
wolf,rank-1,691,gemini-3-pro-preview,19,35,1,giraffe,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['African'],False
fox,rank-1,691,gemini-3-pro-preview,20,35,1,penguin,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Arctic', 'Bird', 'Water']",True
deer,rank-1,691,gemini-3-pro-preview,21,35,1,tiger,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['African', 'Feline']",True
elephant,rank-1,691,gemini-3-pro-preview,22,35,1,lion,animals-gen,hills,['African'],True,"['African', 'Feline']",False
giraffe,rank-1,691,gemini-3-pro-preview,23,35,1,bear,animals-gen,hills,['African'],False,['NorthAmerican'],True
zebra,rank-1,691,gemini-3-pro-preview,24,35,1,polarbear,animals-gen,hills,['African'],False,['Arctic'],True
rhino,rank-1,691,gemini-3-pro-preview,25,35,1,snowleopard,animals-gen,hills,['African'],False,['Feline'],True
hippo,rank-1,691,gemini-3-pro-preview,26,35,1,owl,animals-gen,hills,,True,['Bird'],True
crocodile,rank-1,691,gemini-3-pro-preview,27,35,1,bird,animals-gen,hills,['ReptileAmphibian'],True,['Bird'],False
alligator,rank-1,691,gemini-3-pro-preview,28,35,1,vulture,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],False
snake,rank-1,691,gemini-3-pro-preview,29,35,1,grasshopper,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['Insects'],True
lizard,rank-1,691,gemini-3-pro-preview,30,35,1,cricket,animals-gen,hills,['ReptileAmphibian'],False,['Insects'],False
frog,rank-1,691,gemini-3-pro-preview,31,35,1,snake,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Farm', 'ReptileAmphibian']",True
toad,rank-1,691,gemini-3-pro-preview,32,35,1,snail,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],True
turtle,rank-1,691,gemini-3-pro-preview,33,35,1,sponge,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],False
whale,rank-1,691,gemini-3-pro-preview,34,35,1,crab,animals-gen,hills,"['Fish', 'Water']",False,['Water'],False
dolphin,rank-1,691,gemini-3-pro-preview,35,35,1,shrimp,animals-gen,hills,"['Insects', 'Water']",False,['Fish'],True
dog,rank-1,595,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,595,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,595,gemini-3-pro-preview,3,35,1,elephant,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
rat,rank-1,595,gemini-3-pro-preview,4,35,1,ant,animals-gen,hills,['Rodents'],False,['Insects'],True
rabbit,rank-1,595,gemini-3-pro-preview,5,35,1,gerbil,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,"['Pets', 'Rodents']",True
cow,rank-1,595,gemini-3-pro-preview,6,35,1,rabbit,animals-gen,hills,"['Bovine', 'Farm']",True,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False
horse,rank-1,595,gemini-3-pro-preview,7,35,1,pig,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Farm'],True
pig,rank-1,595,gemini-3-pro-preview,8,35,1,cow,animals-gen,hills,['Farm'],False,"['Bovine', 'Farm']",False
sheep,rank-1,595,gemini-3-pro-preview,9,35,1,chicken,animals-gen,hills,['Farm'],False,"['Bird', 'Farm']",False
goat,rank-1,595,gemini-3-pro-preview,10,35,1,flamingo,animals-gen,hills,['Farm'],False,['Bird'],False
chicken,rank-1,595,gemini-3-pro-preview,11,35,1,penguin,animals-gen,hills,"['Bird', 'Farm']",False,"['Arctic', 'Bird', 'Water']",False
duck,rank-1,595,gemini-3-pro-preview,12,35,1,bird,animals-gen,hills,['Bird'],False,['Bird'],False
goose,rank-1,595,gemini-3-pro-preview,13,35,1,squirrel,animals-gen,hills,['Water'],True,"['NorthAmerican', 'Rodents']",True
turkey,rank-1,595,gemini-3-pro-preview,14,35,1,bear,animals-gen,hills,"['Bird', 'Farm']",True,['NorthAmerican'],False
lion,rank-1,595,gemini-3-pro-preview,15,35,1,lion,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",True
tiger,rank-1,595,gemini-3-pro-preview,16,35,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",False
bear,rank-1,595,gemini-3-pro-preview,17,35,1,ostrich,animals-gen,hills,['NorthAmerican'],True,"['African', 'Bird']",False
wolf,rank-1,595,gemini-3-pro-preview,18,35,1,chipmunk,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['NorthAmerican', 'Rodents']",True
fox,rank-1,595,gemini-3-pro-preview,19,35,1,bat,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Insectivores'],True
deer,rank-1,595,gemini-3-pro-preview,20,35,1,snail,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Water'],True
elephant,rank-1,595,gemini-3-pro-preview,21,35,1,mouse,animals-gen,hills,['African'],True,"['Bird', 'Rodents']",True
giraffe,rank-1,595,gemini-3-pro-preview,22,35,1,rat,animals-gen,hills,['African'],False,['Rodents'],False
zebra,rank-1,595,gemini-3-pro-preview,23,35,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True
hippo,rank-1,595,gemini-3-pro-preview,24,35,1,grasshopper,animals-gen,hills,,True,['Insects'],True
rhino,rank-1,595,gemini-3-pro-preview,25,35,1,anteater,animals-gen,hills,['African'],True,['Insectivores'],True
monkey,rank-1,595,gemini-3-pro-preview,26,35,1,hog,animals-gen,hills,"['African', 'Primates']",False,['Farm'],True
gorilla,rank-1,595,gemini-3-pro-preview,27,35,1,rhinoceros,animals-gen,hills,"['African', 'Primates']",False,['African'],True
chimpanzee,rank-1,595,gemini-3-pro-preview,28,35,1,giraffe,animals-gen,hills,"['African', 'Primates']",False,['African'],False
snake,rank-1,595,gemini-3-pro-preview,29,35,1,camel,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'BeastsOfBurden']",False
lizard,rank-1,595,gemini-3-pro-preview,30,35,1,donkey,animals-gen,hills,['ReptileAmphibian'],False,"['BeastsOfBurden', 'Farm']",False
crocodile,rank-1,595,gemini-3-pro-preview,31,35,1,horse,animals-gen,hills,['ReptileAmphibian'],False,"['BeastsOfBurden', 'Farm']",False
alligator,rank-1,595,gemini-3-pro-preview,32,35,1,pigeon,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],True
turtle,rank-1,595,gemini-3-pro-preview,33,35,1,cougar,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Feline', 'NorthAmerican']",True
frog,rank-1,595,gemini-3-pro-preview,34,35,1,leopard,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Feline']",False
fish,rank-1,595,gemini-3-pro-preview,35,35,1,zebra,animals-gen,hills,"['Fish', 'Water']",False,['African'],False
cat,rank-1,479,gemini-3-pro-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True
dog,rank-1,479,gemini-3-pro-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False
mouse,rank-1,479,gemini-3-pro-preview,3,35,1,elephant,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
rat,rank-1,479,gemini-3-pro-preview,4,35,1,giraffe,animals-gen,hills,['Rodents'],False,['African'],False
hamster,rank-1,479,gemini-3-pro-preview,5,35,1,monkey,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",False
guinea pig,rank-1,479,gemini-3-pro-preview,6,35,1,gorilla,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",False
rabbit,rank-1,479,gemini-3-pro-preview,7,35,1,ape,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Primates'],False
squirrel,rank-1,479,gemini-3-pro-preview,8,35,1,chimpanzee,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Primates']",False
chipmunk,rank-1,479,gemini-3-pro-preview,9,35,1,penguin,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Arctic', 'Bird', 'Water']",True
bird,rank-1,479,gemini-3-pro-preview,10,35,1,antelope,animals-gen,hills,['Bird'],True,['African'],True
robin,rank-1,479,gemini-3-pro-preview,11,35,1,lion,animals-gen,hills,['Bird'],False,"['African', 'Feline']",False
sparrow,rank-1,479,gemini-3-pro-preview,12,35,1,tiger,animals-gen,hills,['Bird'],False,"['African', 'Feline']",False
chicken,rank-1,479,gemini-3-pro-preview,13,35,1,grizzlybear,animals-gen,hills,"['Bird', 'Farm']",False,['NorthAmerican'],True
rooster,rank-1,479,gemini-3-pro-preview,14,35,1,blackbear,animals-gen,hills,['Farm'],False,['NorthAmerican'],False
duck,rank-1,479,gemini-3-pro-preview,15,35,1,seal,animals-gen,hills,['Bird'],True,"['Arctic', 'Water']",True
goose,rank-1,479,gemini-3-pro-preview,16,35,1,walrus,animals-gen,hills,['Water'],True,"['Arctic', 'Water']",False
pig,rank-1,479,gemini-3-pro-preview,17,35,1,flamingo,animals-gen,hills,['Farm'],True,['Bird'],True
cow,rank-1,479,gemini-3-pro-preview,18,35,1,peacock,animals-gen,hills,"['Bovine', 'Farm']",False,['Bird'],False
horse,rank-1,479,gemini-3-pro-preview,19,35,1,squirrel,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['NorthAmerican', 'Rodents']",True
sheep,rank-1,479,gemini-3-pro-preview,20,35,1,chipmunk,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Rodents']",False
goat,rank-1,479,gemini-3-pro-preview,21,35,1,fish,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",True
donkey,rank-1,479,gemini-3-pro-preview,22,35,1,starfish,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Water'],False
deer,rank-1,479,gemini-3-pro-preview,23,35,1,seahorse,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Water'],False
bear,rank-1,479,gemini-3-pro-preview,24,35,1,shark,animals-gen,hills,['NorthAmerican'],False,"['Fish', 'Water']",False
wolf,rank-1,479,gemini-3-pro-preview,25,35,1,killerwhale,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Water'],False
fox,rank-1,479,gemini-3-pro-preview,26,35,1,clownfish,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Fish'],True
lion,rank-1,479,gemini-3-pro-preview,27,35,1,dalmation,animals-gen,hills,"['African', 'Feline']",True,,True
tiger,rank-1,479,gemini-3-pro-preview,28,35,1,sparrow,animals-gen,hills,"['African', 'Feline']",False,['Bird'],True
elephant,rank-1,479,gemini-3-pro-preview,29,35,1,eagle,animals-gen,hills,['African'],False,['Bird'],False
giraffe,rank-1,479,gemini-3-pro-preview,30,35,1,egret,animals-gen,hills,['African'],False,['Bird'],False
zebra,rank-1,479,gemini-3-pro-preview,31,35,1,bluefootedbooby,animals-gen,hills,['African'],False,['Bird'],False
hippo,rank-1,479,gemini-3-pro-preview,32,35,1,muskrat,animals-gen,hills,,True,"['Rodents', 'Water']",True
rhino,rank-1,479,gemini-3-pro-preview,33,35,1,possum,animals-gen,hills,['African'],True,['Australian'],True
monkey,rank-1,479,gemini-3-pro-preview,34,35,1,mole,animals-gen,hills,"['African', 'Primates']",False,"['Insectivores', 'Rodents']",True
gorilla,rank-1,479,gemini-3-pro-preview,35,35,1,raccoon,animals-gen,hills,"['African', 'Primates']",False,['NorthAmerican'],True
dog,rank-1,598,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,598,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
mouse,rank-1,598,gemini-3-pro-preview,3,35,1,bear,animals-gen,hills,"['Bird', 'Rodents']",True,['NorthAmerican'],True
rat,rank-1,598,gemini-3-pro-preview,4,35,1,lion,animals-gen,hills,['Rodents'],False,"['African', 'Feline']",True
hamster,rank-1,598,gemini-3-pro-preview,5,35,1,tiger,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False
guinea pig,rank-1,598,gemini-3-pro-preview,6,35,1,rabbit,animals-gen,hills,"['Pets', 'Rodents']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True
rabbit,rank-1,598,gemini-3-pro-preview,7,35,1,fox,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Canine', 'NorthAmerican', 'UsedForFur']",False
horse,rank-1,598,gemini-3-pro-preview,8,35,1,deer,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['Deers', 'NorthAmerican']",False
cow,rank-1,598,gemini-3-pro-preview,9,35,1,flamingo,animals-gen,hills,"['Bovine', 'Farm']",False,['Bird'],True
pig,rank-1,598,gemini-3-pro-preview,10,35,1,emu,animals-gen,hills,['Farm'],False,"['Australian', 'Bird']",False
sheep,rank-1,598,gemini-3-pro-preview,11,35,1,bird,animals-gen,hills,['Farm'],False,['Bird'],False
goat,rank-1,598,gemini-3-pro-preview,12,35,1,parrot,animals-gen,hills,['Farm'],False,"['Bird', 'Pets']",False
chicken,rank-1,598,gemini-3-pro-preview,13,35,1,hamster,animals-gen,hills,"['Bird', 'Farm']",False,"['Pets', 'Rodents']",False
duck,rank-1,598,gemini-3-pro-preview,14,35,1,gerbil,animals-gen,hills,['Bird'],False,"['Pets', 'Rodents']",False
goose,rank-1,598,gemini-3-pro-preview,15,35,1,parakeet,animals-gen,hills,['Water'],True,"['Bird', 'Pets']",False
turkey,rank-1,598,gemini-3-pro-preview,16,35,1,lizard,animals-gen,hills,"['Bird', 'Farm']",True,['ReptileAmphibian'],True
lion,rank-1,598,gemini-3-pro-preview,17,35,1,frog,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",False
tiger,rank-1,598,gemini-3-pro-preview,18,35,1,snake,animals-gen,hills,"['African', 'Feline']",False,"['Farm', 'ReptileAmphibian']",False
bear,rank-1,598,gemini-3-pro-preview,19,35,1,shark,animals-gen,hills,['NorthAmerican'],True,"['Fish', 'Water']",True
elephant,rank-1,598,gemini-3-pro-preview,20,35,1,dolphin,animals-gen,hills,['African'],True,"['Insects', 'Water']",False
giraffe,rank-1,598,gemini-3-pro-preview,21,35,1,goldfish,animals-gen,hills,['African'],False,"['Fish', 'Pets', 'Water']",False
zebra,rank-1,598,gemini-3-pro-preview,22,35,1,fish,animals-gen,hills,['African'],False,"['Fish', 'Water']",False
hippo,rank-1,598,gemini-3-pro-preview,23,35,1,leopard,animals-gen,hills,,True,"['African', 'Feline']",True
rhino,rank-1,598,gemini-3-pro-preview,24,35,1,cheetah,animals-gen,hills,['African'],True,"['African', 'Feline']",False
monkey,rank-1,598,gemini-3-pro-preview,25,35,1,zebra,animals-gen,hills,"['African', 'Primates']",False,['African'],False
gorilla,rank-1,598,gemini-3-pro-preview,26,35,1,hippopotamus,animals-gen,hills,"['African', 'Primates']",False,['African'],False
chimpanzee,rank-1,598,gemini-3-pro-preview,27,35,1,elephant,animals-gen,hills,"['African', 'Primates']",False,['African'],False
snake,rank-1,598,gemini-3-pro-preview,28,35,1,gorilla,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'Primates']",False
lizard,rank-1,598,gemini-3-pro-preview,29,35,1,turtle,animals-gen,hills,['ReptileAmphibian'],False,"['ReptileAmphibian', 'Water']",True
frog,rank-1,598,gemini-3-pro-preview,30,35,1,snail,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Water'],False
turtle,rank-1,598,gemini-3-pro-preview,31,35,1,spider,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Arachnid', 'Farm']",True
fish,rank-1,598,gemini-3-pro-preview,32,35,1,crocodile,animals-gen,hills,"['Fish', 'Water']",False,['ReptileAmphibian'],True
shark,rank-1,598,gemini-3-pro-preview,33,35,1,penguin,animals-gen,hills,"['Fish', 'Water']",False,"['Arctic', 'Bird', 'Water']",True
whale,rank-1,598,gemini-3-pro-preview,34,35,1,polarbear,animals-gen,hills,"['Fish', 'Water']",False,['Arctic'],False
dolphin,rank-1,598,gemini-3-pro-preview,35,35,1,giraffe,animals-gen,hills,"['Insects', 'Water']",False,['African'],True
dog,rank-1,387,gemini-3-pro-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True
cat,rank-1,387,gemini-3-pro-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False
hamster,rank-1,387,gemini-3-pro-preview,3,35,1,monkey,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",True
gerbil,rank-1,387,gemini-3-pro-preview,4,35,1,elephant,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False
guinea pig,rank-1,387,gemini-3-pro-preview,5,35,1,zebra,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False
rabbit,rank-1,387,gemini-3-pro-preview,6,35,1,bird,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Bird'],True
mouse,rank-1,387,gemini-3-pro-preview,7,35,1,hippopotamus,animals-gen,hills,"['Bird', 'Rodents']",True,['African'],True
rat,rank-1,387,gemini-3-pro-preview,8,35,1,squirrel,animals-gen,hills,['Rodents'],False,"['NorthAmerican', 'Rodents']",True
squirrel,rank-1,387,gemini-3-pro-preview,9,35,1,bunny,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Rabbit'],True
chipmunk,rank-1,387,gemini-3-pro-preview,10,35,1,giraffe,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['African'],True
raccoon,rank-1,387,gemini-3-pro-preview,11,35,1,snake,animals-gen,hills,['NorthAmerican'],False,"['Farm', 'ReptileAmphibian']",True
possum,rank-1,387,gemini-3-pro-preview,12,35,1,bat,animals-gen,hills,['Australian'],True,['Insectivores'],True
skunk,rank-1,387,gemini-3-pro-preview,13,35,1,polarbear,animals-gen,hills,"['NorthAmerican', 'Weasels']",True,['Arctic'],True
deer,rank-1,387,gemini-3-pro-preview,14,35,1,lion,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['African', 'Feline']",True
bear,rank-1,387,gemini-3-pro-preview,15,35,1,tiger,animals-gen,hills,['NorthAmerican'],False,"['African', 'Feline']",False
wolf,rank-1,387,gemini-3-pro-preview,16,35,1,bear,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['NorthAmerican'],True
fox,rank-1,387,gemini-3-pro-preview,17,35,1,turtle,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['ReptileAmphibian', 'Water']",True
lion,rank-1,387,gemini-3-pro-preview,18,35,1,fish,animals-gen,hills,"['African', 'Feline']",True,"['Fish', 'Water']",False
tiger,rank-1,387,gemini-3-pro-preview,19,35,1,starfish,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
leopard,rank-1,387,gemini-3-pro-preview,20,35,1,jellyfish,animals-gen,hills,"['African', 'Feline']",False,['Water'],False
cheetah,rank-1,387,gemini-3-pro-preview,21,35,1,shark,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",False
elephant,rank-1,387,gemini-3-pro-preview,22,35,1,dolphin,animals-gen,hills,['African'],False,"['Insects', 'Water']",False
